The operator was: Luis
The sample measure was: Si
The sample was biased using: 
Comments:
Cooling down from 500C to 30C

Voltage	R	Temp	time
6.000000E-5	3.819300E+5	5.936575E+1	6.448600E+1
6.000000E-5	3.819200E+5	5.932406E+1	6.567100E+1
6.000000E-5	3.819200E+5	5.931969E+1	6.702100E+1
7.000000E-5	3.819300E+5	5.929261E+1	6.807000E+1
7.000000E-5	3.819000E+5	5.925867E+1	6.925500E+1
7.000000E-5	3.819300E+5	5.923459E+1	7.043900E+1
7.000000E-5	3.819100E+5	5.920470E+1	7.162400E+1
7.000000E-5	3.819100E+5	5.916317E+1	7.280900E+1
7.000000E-5	3.819200E+5	5.910730E+1	7.397800E+1
7.000000E-5	3.818900E+5	5.910297E+1	7.517800E+1
7.000000E-5	3.819000E+5	5.909828E+1	7.634900E+1
7.000000E-5	3.819000E+5	5.908453E+1	7.754800E+1
7.000000E-5	3.818900E+5	5.906255E+1	7.873300E+1
7.000000E-5	3.819000E+5	5.904783E+1	7.991800E+1
7.000000E-5	3.819000E+5	5.899309E+1	8.110200E+1
8.000000E-5	3.818700E+5	5.898264E+1	8.228700E+1
7.000000E-5	3.818900E+5	5.896457E+1	8.345800E+1
8.000000E-5	3.818900E+5	5.896434E+1	8.464200E+1
8.000000E-5	3.818800E+5	5.895047E+1	8.584100E+1
8.000000E-5	3.818900E+5	5.892499E+1	8.701100E+1
8.000000E-5	3.818800E+5	5.891487E+1	8.819600E+1
8.000000E-5	3.818700E+5	5.891243E+1	8.938000E+1
8.000000E-5	3.818800E+5	5.891883E+1	9.056500E+1
8.000000E-5	3.818700E+5	5.893437E+1	9.173500E+1
8.000000E-5	3.818600E+5	5.893663E+1	9.291900E+1
8.000000E-5	3.818800E+5	5.895776E+1	9.410500E+1
9.000000E-5	3.818500E+5	5.905315E+1	9.529000E+1
9.000000E-5	3.818600E+5	5.921696E+1	9.647400E+1
9.000000E-5	3.818800E+5	5.925115E+1	9.765900E+1
9.000000E-5	3.818700E+5	5.936979E+1	9.884300E+1
9.000000E-5	3.818700E+5	5.947170E+1	1.000280E+2
9.000000E-5	3.818600E+5	5.970597E+1	1.011980E+2
9.000000E-5	3.818400E+5	5.973013E+1	1.023980E+2
9.000000E-5	3.818600E+5	5.985363E+1	1.035820E+2
9.000000E-5	3.818500E+5	6.003265E+1	1.047520E+2
1.000000E-4	3.818400E+5	6.024643E+1	1.059520E+2
1.000000E-4	3.818600E+5	6.046684E+1	1.071360E+2
1.000000E-4	3.818400E+5	6.066617E+1	1.083210E+2
1.000000E-4	3.818300E+5	6.092241E+1	1.095060E+2
1.000000E-4	3.818400E+5	6.115667E+1	1.106900E+2
1.000000E-4	3.818100E+5	6.160373E+1	1.118760E+2
1.000000E-4	3.818200E+5	6.175506E+1	1.130610E+2
1.000000E-4	3.818200E+5	6.235180E+1	1.142300E+2
1.000000E-4	3.818200E+5	6.241389E+1	1.155800E+2
1.000000E-4	3.818200E+5	6.296778E+1	1.166290E+2
1.100000E-4	3.818200E+5	6.302935E+1	1.178150E+2
1.100000E-4	3.818100E+5	6.341609E+1	1.189990E+2
1.100000E-4	3.818200E+5	6.382695E+1	1.201990E+2
1.100000E-4	3.818200E+5	6.417622E+1	1.213840E+2
1.100000E-4	3.817900E+5	6.469437E+1	1.225530E+2
1.200000E-4	3.818000E+5	6.507256E+1	1.237380E+2
1.200000E-4	3.817900E+5	6.544176E+1	1.249220E+2
1.200000E-4	3.817800E+5	6.588229E+1	1.261070E+2
1.200000E-4	3.817900E+5	6.651411E+1	1.272910E+2
1.200000E-4	3.817800E+5	6.676334E+1	1.284780E+2
1.200000E-4	3.817700E+5	6.727394E+1	1.296620E+2
1.300000E-4	3.817800E+5	6.779166E+1	1.308320E+2
1.300000E-4	3.817700E+5	6.858360E+1	1.320310E+2
1.300000E-4	3.817700E+5	6.876433E+1	1.332020E+2
1.300000E-4	3.817700E+5	6.931586E+1	1.344160E+2
1.300000E-4	3.817600E+5	6.948771E+1	1.349700E+2
1.300000E-4	3.817500E+5	6.974523E+1	1.356000E+2
1.400000E-4	3.817500E+5	7.078429E+1	1.367550E+2
1.400000E-4	3.817600E+5	7.088797E+1	1.379850E+2
1.400000E-4	3.817300E+5	7.139973E+1	1.391390E+2
1.400000E-4	3.817500E+5	7.200835E+1	1.403240E+2
1.400000E-4	3.817500E+5	7.260908E+1	1.415090E+2
1.500000E-4	3.817300E+5	7.323608E+1	1.426930E+2
1.500000E-4	3.817600E+5	7.376041E+1	1.438630E+2
1.500000E-4	3.817300E+5	7.429057E+1	1.450480E+2
1.600000E-4	3.817100E+5	7.493119E+1	1.462330E+2
1.600000E-4	3.817200E+5	7.574597E+1	1.474190E+2
1.600000E-4	3.817000E+5	7.604624E+1	1.486020E+2
1.600000E-4	3.817000E+5	7.666709E+1	1.497870E+2
1.700000E-4	3.817100E+5	7.730816E+1	1.509730E+2
1.700000E-4	3.817000E+5	7.845981E+1	1.521570E+2
1.700000E-4	3.816900E+5	7.857589E+1	1.533420E+2
1.700000E-4	3.816900E+5	7.927889E+1	1.545110E+2
1.800000E-4	3.816900E+5	7.986618E+1	1.556960E+2
1.800000E-4	3.817000E+5	8.056863E+1	1.568660E+2
1.800000E-4	3.816800E+5	8.161460E+1	1.580650E+2
1.900000E-4	3.816500E+5	8.184252E+1	1.592500E+2
1.900000E-4	3.816700E+5	8.249596E+1	1.604340E+2
1.900000E-4	3.816500E+5	8.315349E+1	1.616190E+2
2.000000E-4	3.816300E+5	8.438576E+1	1.628040E+2
2.000000E-4	3.816500E+5	8.450388E+1	1.639890E+2
2.000000E-4	3.816400E+5	8.520394E+1	1.651740E+2
2.100000E-4	3.816200E+5	8.580123E+1	1.663440E+2
2.100000E-4	3.816300E+5	8.652409E+1	1.675280E+2
2.100000E-4	3.816200E+5	8.722594E+1	1.687140E+2
2.200000E-4	3.816000E+5	8.781881E+1	1.698980E+2
2.200000E-4	3.815900E+5	8.853773E+1	1.710830E+2
2.200000E-4	3.815700E+5	8.914773E+1	1.722670E+2
2.200000E-4	3.815800E+5	9.016905E+1	1.734520E+2
2.300000E-4	3.815700E+5	9.066966E+1	1.746370E+2
2.300000E-4	3.815700E+5	9.128377E+1	1.758210E+2
2.400000E-4	3.815700E+5	9.203223E+1	1.770060E+2
2.400000E-4	3.815400E+5	9.314246E+1	1.781910E+2
2.500000E-4	3.815200E+5	9.338794E+1	1.793750E+2
2.500000E-4	3.815300E+5	9.410203E+1	1.805600E+2
2.500000E-4	3.815200E+5	9.483084E+1	1.817460E+2
2.600000E-4	3.815000E+5	9.606857E+1	1.829300E+2
2.600000E-4	3.815100E+5	9.619221E+1	1.841150E+2
2.600000E-4	3.814800E+5	9.693001E+1	1.852990E+2
2.700000E-4	3.814700E+5	9.753864E+1	1.864850E+2
2.700000E-4	3.814600E+5	9.827286E+1	1.876690E+2
2.800000E-4	3.814200E+5	9.924578E+1	1.888530E+2
2.800000E-4	3.814300E+5	9.960918E+1	1.900390E+2
2.900000E-4	3.814400E+5	1.003293E+2	1.912080E+2
2.900000E-4	3.814100E+5	1.010431E+2	1.923920E+2
2.900000E-4	3.814000E+5	1.021359E+2	1.935770E+2
3.000000E-4	3.813800E+5	1.023816E+2	1.947470E+2
3.000000E-4	3.813600E+5	1.031084E+2	1.959320E+2
3.100000E-4	3.813500E+5	1.037018E+2	1.971160E+2
3.100000E-4	3.813400E+5	1.050222E+2	1.983180E+2
3.200000E-4	3.813100E+5	1.051417E+2	1.995470E+2
3.200000E-4	3.813000E+5	1.057364E+2	2.007010E+2
3.200000E-4	3.812700E+5	1.064505E+2	2.018710E+2
3.300000E-4	3.812600E+5	1.071773E+2	2.030700E+2
3.300000E-4	3.812400E+5	1.079001E+2	2.042400E+2
3.400000E-4	3.812200E+5	1.085051E+2	2.054250E+2
3.400000E-4	3.812100E+5	1.090975E+2	2.066100E+2
3.500000E-4	3.812000E+5	1.098107E+2	2.077940E+2
3.500000E-4	3.811400E+5	1.107821E+2	2.089790E+2
3.600000E-4	3.811300E+5	1.111486E+2	2.101640E+2
3.600000E-4	3.811100E+5	1.118625E+2	2.113330E+2
3.700000E-4	3.810700E+5	1.125692E+2	2.125330E+2
3.700000E-4	3.810800E+5	1.135953E+2	2.137030E+2
3.800000E-4	3.810400E+5	1.138300E+2	2.148870E+2
3.900000E-4	3.810100E+5	1.145249E+2	2.160730E+2
3.900000E-4	3.809800E+5	1.151033E+2	2.172430E+2
3.900000E-4	3.809400E+5	1.165168E+2	2.184270E+2
4.000000E-4	3.809000E+5	1.166386E+2	2.198520E+2
4.100000E-4	3.808800E+5	1.170024E+2	2.204520E+2
4.100000E-4	3.808800E+5	1.175957E+2	2.216360E+2
4.200000E-4	3.808300E+5	1.182806E+2	2.228210E+2
4.200000E-4	3.807800E+5	1.193186E+2	2.240060E+2
4.300000E-4	3.807600E+5	1.195543E+2	2.252060E+2
4.300000E-4	3.807100E+5	1.202609E+2	2.263750E+2
4.400000E-4	3.806700E+5	1.209605E+2	2.275450E+2
4.500000E-4	3.806400E+5	1.221047E+2	2.287450E+2
4.500000E-4	3.805800E+5	1.222176E+2	2.299140E+2
4.500000E-4	3.805500E+5	1.228938E+2	2.311140E+2
4.600000E-4	3.805000E+5	1.234434E+2	2.322840E+2
4.700000E-4	3.804400E+5	1.240969E+2	2.334690E+2
4.700000E-4	3.803800E+5	1.247695E+2	2.346540E+2
4.800000E-4	3.803400E+5	1.253329E+2	2.358390E+2
4.900000E-4	3.802700E+5	1.260010E+2	2.370240E+2
4.900000E-4	3.802300E+5	1.265820E+2	2.382080E+2
5.000000E-4	3.801700E+5	1.275115E+2	2.393930E+2
5.100000E-4	3.801100E+5	1.279700E+2	2.405470E+2
5.100000E-4	3.800600E+5	1.285288E+2	2.417630E+2
5.200000E-4	3.799700E+5	1.292125E+2	2.429460E+2
5.200000E-4	3.798900E+5	1.302320E+2	2.441160E+2
5.300000E-4	3.798400E+5	1.304536E+2	2.453310E+2
5.400000E-4	3.797700E+5	1.311204E+2	2.464710E+2
5.400000E-4	3.796900E+5	1.317833E+2	2.476850E+2
5.500000E-4	3.796200E+5	1.328953E+2	2.488400E+2
5.600000E-4	3.795200E+5	1.330075E+2	2.500550E+2
5.700000E-4	3.794300E+5	1.336760E+2	2.512110E+2
5.700000E-4	3.793500E+5	1.342252E+2	2.523950E+2
5.700000E-4	3.792400E+5	1.348766E+2	2.535800E+2
5.800000E-4	3.791700E+5	1.356246E+2	2.547640E+2
5.900000E-4	3.790800E+5	1.366945E+2	2.559190E+2
6.000000E-4	3.789400E+5	1.367989E+2	2.573290E+2
6.100000E-4	3.788400E+5	1.373210E+2	2.583490E+2
6.100000E-4	3.787400E+5	1.392806E+2	2.595330E+2
6.300000E-4	3.784600E+5	1.393840E+2	2.623370E+2
6.300000E-4	3.783300E+5	1.399829E+2	2.636120E+2
6.400000E-4	3.782700E+5	1.402797E+2	2.641670E+2
6.400000E-4	3.782100E+5	1.406870E+2	2.647960E+2
6.500000E-4	3.780500E+5	1.411220E+2	2.659510E+2
6.600000E-4	3.779100E+5	1.417659E+2	2.671510E+2
6.700000E-4	3.777700E+5	1.422760E+2	2.683220E+2
6.700000E-4	3.776000E+5	1.432059E+2	2.695060E+2
6.800000E-4	3.774600E+5	1.435194E+2	2.706910E+2
6.900000E-4	3.773000E+5	1.447004E+2	2.718600E+2
7.000000E-4	3.771100E+5	1.448133E+2	2.732100E+2
7.100000E-4	3.769600E+5	1.458017E+2	2.742600E+2
7.100000E-4	3.767700E+5	1.459049E+2	2.754450E+2
7.200000E-4	3.765600E+5	1.464957E+2	2.766140E+2
7.300000E-4	3.763900E+5	1.470997E+2	2.777990E+2
7.400000E-4	3.761800E+5	1.476148E+2	2.789840E+2
7.400000E-4	3.759600E+5	1.483356E+2	2.801690E+2
7.500000E-4	3.757800E+5	1.488632E+2	2.813530E+2
7.600000E-4	3.755600E+5	1.493858E+2	2.825230E+2
7.700000E-4	3.753000E+5	1.500114E+2	2.837060E+2
7.800000E-4	3.750700E+5	1.508466E+2	2.848910E+2
7.800000E-4	3.748200E+5	1.511561E+2	2.860630E+2
7.900000E-4	3.745600E+5	1.517740E+2	2.872470E+2
8.000000E-4	3.743000E+5	1.522938E+2	2.884310E+2
8.100000E-4	3.740300E+5	1.533284E+2	2.896160E+2
8.200000E-4	3.737600E+5	1.535355E+2	2.908010E+2
8.300000E-4	3.734600E+5	1.540595E+2	2.919850E+2
8.300000E-4	3.731400E+5	1.546847E+2	2.931560E+2
8.400000E-4	3.728400E+5	1.558269E+2	2.943400E+2
8.500000E-4	3.724900E+5	1.559302E+2	2.956300E+2
8.600000E-4	3.721700E+5	1.564478E+2	2.967390E+2
8.700000E-4	3.718500E+5	1.570687E+2	2.979090E+2
8.700000E-4	3.714700E+5	1.575791E+2	2.990940E+2
8.800000E-4	3.711100E+5	1.582959E+2	3.002790E+2
8.900000E-4	3.707300E+5	1.588120E+2	3.014630E+2
9.000000E-4	3.703300E+5	1.593268E+2	3.026330E+2
9.100000E-4	3.699100E+5	1.599399E+2	3.038190E+2
9.200000E-4	3.695000E+5	1.607576E+2	3.050030E+2
9.300000E-4	3.690500E+5	1.610642E+2	3.062030E+2
9.400000E-4	3.686100E+5	1.616711E+2	3.073880E+2
9.500000E-4	3.681600E+5	1.622845E+2	3.085570E+2
9.600000E-4	3.676700E+5	1.631852E+2	3.097420E+2
9.600000E-4	3.671900E+5	1.633902E+2	3.109270E+2
9.700000E-4	3.666700E+5	1.640049E+2	3.121120E+2
9.800000E-4	3.661300E+5	1.644960E+2	3.132820E+2
9.900000E-4	3.656300E+5	1.650848E+2	3.144650E+2
1.000000E-3	3.650700E+5	1.656671E+2	3.156500E+2
1.010000E-3	3.645000E+5	1.661590E+2	3.168340E+2
1.020000E-3	3.639100E+5	1.667598E+2	3.180200E+2
1.030000E-3	3.632900E+5	1.672466E+2	3.192050E+2
1.040000E-3	3.626600E+5	1.680230E+2	3.203890E+2
1.050000E-3	3.620300E+5	1.684148E+2	3.215750E+2
1.060000E-3	3.613500E+5	1.688943E+2	3.227590E+2
1.070000E-3	3.607000E+5	1.694535E+2	3.239290E+2
1.080000E-3	3.599900E+5	1.703015E+2	3.251140E+2
1.080000E-3	3.592500E+5	1.704888E+2	3.262980E+2
1.090000E-3	3.585300E+5	1.710591E+2	3.274830E+2
1.100000E-3	3.577800E+5	1.716355E+2	3.286530E+2
1.110000E-3	3.569800E+5	1.726112E+2	3.298370E+2
1.130000E-3	3.561700E+5	1.727124E+2	3.310370E+2
1.130000E-3	3.553200E+5	1.733150E+2	3.322220E+2
1.140000E-3	3.544700E+5	1.737896E+2	3.333910E+2
1.150000E-3	3.536100E+5	1.743352E+2	3.345760E+2
1.170000E-3	3.527000E+5	1.748654E+2	3.357610E+2
1.180000E-3	3.518100E+5	1.753122E+2	3.369310E+2
1.180000E-3	3.508700E+5	1.758483E+2	3.381010E+2
1.190000E-3	3.498800E+5	1.763055E+2	3.392850E+2
1.210000E-3	3.489100E+5	1.770576E+2	3.404710E+2
1.220000E-3	3.479000E+5	1.774362E+2	3.416410E+2
1.220000E-3	3.468100E+5	1.778739E+2	3.428400E+2
1.240000E-3	3.457700E+5	1.783767E+2	3.440090E+2
1.250000E-3	3.446700E+5	1.791781E+2	3.451940E+2
1.260000E-3	3.435100E+5	1.793650E+2	3.463940E+2
1.270000E-3	3.424000E+5	1.799061E+2	3.475490E+2
1.280000E-3	3.412000E+5	1.804413E+2	3.487480E+2
1.290000E-3	3.400100E+5	1.814156E+2	3.499180E+2
1.300000E-3	3.385500E+5	1.815027E+2	3.513130E+2
1.310000E-3	3.374700E+5	1.819333E+2	3.523320E+2
1.320000E-3	3.361700E+5	1.823760E+2	3.535170E+2
1.340000E-3	3.349000E+5	1.829023E+2	3.546860E+2
1.350000E-3	3.335300E+5	1.835150E+2	3.558720E+2
1.360000E-3	3.321400E+5	1.838617E+2	3.570570E+2
1.370000E-3	3.307400E+5	1.843518E+2	3.582410E+2
1.380000E-3	3.293000E+5	1.848451E+2	3.594110E+2
1.390000E-3	3.278700E+5	1.855437E+2	3.605960E+2
1.400000E-3	3.263900E+5	1.857977E+2	3.617660E+2
1.410000E-3	3.248300E+5	1.862006E+2	3.629650E+2
1.420000E-3	3.233400E+5	1.866844E+2	3.641350E+2
1.440000E-3	3.217500E+5	1.874955E+2	3.653190E+2
1.450000E-3	3.201300E+5	1.875782E+2	3.665040E+2
1.460000E-3	3.185200E+5	1.880697E+2	3.676890E+2
1.470000E-3	3.168100E+5	1.885757E+2	3.688890E+2
1.480000E-3	3.151400E+5	1.889956E+2	3.700580E+2
1.490000E-3	3.134400E+5	1.896130E+2	3.712430E+2
1.500000E-3	3.116900E+5	1.904675E+2	3.724270E+2
1.520000E-3	3.097700E+5	1.905507E+2	3.737040E+2
1.530000E-3	3.081100E+5	1.909636E+2	3.748130E+2
1.540000E-3	3.062800E+5	1.915985E+2	3.759820E+2
1.550000E-3	3.044300E+5	1.918311E+2	3.771670E+2
1.560000E-3	3.025500E+5	1.923128E+2	3.783520E+2
1.570000E-3	3.006500E+5	1.928097E+2	3.795220E+2
1.580000E-3	2.987500E+5	1.935357E+2	3.807070E+2
1.600000E-3	2.968100E+5	1.937018E+2	3.818760E+2
1.610000E-3	2.948200E+5	1.941932E+2	3.830610E+2
1.620000E-3	2.928500E+5	1.945908E+2	3.842450E+2
1.630000E-3	2.908200E+5	1.954909E+2	3.854300E+2
1.650000E-3	2.886800E+5	1.955715E+2	3.866600E+2
1.660000E-3	2.866800E+5	1.959692E+2	3.877990E+2
1.670000E-3	2.845500E+5	1.964456E+2	3.889990E+2
1.680000E-3	2.824800E+5	1.968457E+2	3.901690E+2
1.690000E-3	2.803500E+5	1.974236E+2	3.913550E+2
1.700000E-3	2.781600E+5	1.978270E+2	3.925540E+2
1.710000E-3	2.760000E+5	1.982304E+2	3.937390E+2
1.720000E-3	2.749800E+5	1.984649E+2	3.942940E+2
1.730000E-3	2.738300E+5	1.987069E+2	3.949240E+2
1.740000E-3	2.717100E+5	1.993461E+2	3.960630E+2
1.750000E-3	2.694700E+5	1.995853E+2	3.972630E+2
1.770000E-3	2.672600E+5	2.000479E+2	3.984330E+2
1.780000E-3	2.650000E+5	2.005143E+2	3.996170E+2
1.790000E-3	2.627400E+5	2.013686E+2	4.008020E+2
1.800000E-3	2.604500E+5	2.014569E+2	4.019870E+2
1.810000E-3	2.581600E+5	2.019568E+2	4.031710E+2
1.830000E-3	2.558700E+5	2.023179E+2	4.043560E+2
1.840000E-3	2.535600E+5	2.027553E+2	4.055410E+2
1.850000E-3	2.512300E+5	2.032729E+2	4.067250E+2
1.860000E-3	2.489100E+5	2.035793E+2	4.079100E+2
1.880000E-3	2.465600E+5	2.040376E+2	4.091100E+2
1.890000E-3	2.442500E+5	2.044963E+2	4.102800E+2
1.900000E-3	2.418700E+5	2.051510E+2	4.114790E+2
1.910000E-3	2.395200E+5	2.053996E+2	4.126490E+2
1.930000E-3	2.371900E+5	2.057955E+2	4.138340E+2
1.940000E-3	2.348400E+5	2.062555E+2	4.150040E+2
1.950000E-3	2.324500E+5	2.069954E+2	4.162030E+2
1.970000E-3	2.301400E+5	2.070701E+2	4.173730E+2
1.980000E-3	2.278000E+5	2.075467E+2	4.185430E+2
1.990000E-3	2.253800E+5	2.080181E+2	4.197430E+2
2.000000E-3	2.230800E+5	2.083773E+2	4.209120E+2
2.010000E-3	2.207100E+5	2.088731E+2	4.220970E+2
2.030000E-3	2.183500E+5	2.092384E+2	4.232820E+2
2.040000E-3	2.160300E+5	2.096115E+2	4.244510E+2
2.050000E-3	2.136600E+5	2.100727E+2	4.256370E+2
2.070000E-3	2.113600E+5	2.106958E+2	4.268060E+2
2.080000E-3	2.089900E+5	2.109093E+2	4.280060E+2
2.090000E-3	2.066700E+5	2.113639E+2	4.291760E+2
2.110000E-3	2.043700E+5	2.117413E+2	4.303610E+2
2.120000E-3	2.020700E+5	2.124767E+2	4.315300E+2
2.130000E-3	1.997400E+5	2.126253E+2	4.327150E+2
2.140000E-3	1.974400E+5	2.129776E+2	4.339000E+2
2.160000E-3	1.951500E+5	2.133811E+2	4.350690E+2
2.170000E-3	1.928700E+5	2.142689E+2	4.362540E+2
2.190000E-3	1.899600E+5	2.143427E+2	4.377690E+2
2.200000E-3	1.875300E+5	2.147847E+2	4.390430E+2
2.210000E-3	1.852700E+5	2.152251E+2	4.402280E+2
2.230000E-3	1.830500E+5	2.159289E+2	4.413970E+2
2.240000E-3	1.808500E+5	2.160008E+2	4.425820E+2
2.260000E-3	1.783340E+5	2.163668E+2	4.437530E+2
2.270000E-3	1.761440E+5	2.167875E+2	4.449380E+2
2.280000E-3	1.739680E+5	2.172159E+2	4.461220E+2
2.300000E-3	1.718270E+5	2.176556E+2	4.472920E+2
2.310000E-3	1.696770E+5	2.180091E+2	4.484760E+2
2.320000E-3	1.675450E+5	2.183815E+2	4.496610E+2
2.340000E-3	1.654480E+5	2.187077E+2	4.508310E+2
2.350000E-3	1.633420E+5	2.193085E+2	4.520150E+2
2.360000E-3	1.612790E+5	2.196182E+2	4.531850E+2
2.380000E-3	1.592030E+5	2.199634E+2	4.543700E+2
2.390000E-3	1.571430E+5	2.203549E+2	4.555550E+2
2.400000E-3	1.550970E+5	2.210900E+2	4.567390E+2
2.420000E-3	1.530460E+5	2.211631E+2	4.579390E+2
2.430000E-3	1.510390E+5	2.215937E+2	4.591230E+2
2.440000E-3	1.490760E+5	2.219423E+2	4.602930E+2
2.460000E-3	1.470970E+5	2.227779E+2	4.614780E+2
2.470000E-3	1.448210E+5	2.228490E+2	4.628590E+2
2.490000E-3	1.431530E+5	2.231721E+2	4.638780E+2
2.500000E-3	1.412100E+5	2.234816E+2	4.650780E+2
2.510000E-3	1.393370E+5	2.242622E+2	4.662470E+2
2.520000E-3	1.370700E+5	2.244064E+2	4.676720E+2
2.540000E-3	1.360980E+5	2.245537E+2	4.682870E+2
2.550000E-3	1.342960E+5	2.249094E+2	4.694410E+2
2.570000E-3	1.324590E+5	2.253163E+2	4.706260E+2
2.580000E-3	1.306450E+5	2.260784E+2	4.718110E+2
2.600000E-3	1.283300E+5	2.261422E+2	4.733400E+2
2.610000E-3	1.264460E+5	2.265449E+2	4.746010E+2
2.630000E-3	1.246920E+5	2.269012E+2	4.757850E+2
2.640000E-3	1.229560E+5	2.276664E+2	4.769690E+2
2.650000E-3	1.212410E+5	2.277317E+2	4.781550E+2
2.670000E-3	1.195650E+5	2.284069E+2	4.793250E+2
2.680000E-3	1.176790E+5	2.284695E+2	4.806590E+2
2.700000E-3	1.161880E+5	2.287823E+2	4.817240E+2
2.710000E-3	1.145490E+5	2.291712E+2	4.829090E+2
2.720000E-3	1.129300E+5	2.295051E+2	4.840930E+2
2.740000E-3	1.113260E+5	2.299060E+2	4.853290E+2
2.750000E-3	1.097460E+5	2.303040E+2	4.864630E+2
2.770000E-3	1.081620E+5	2.307700E+2	4.876620E+2
2.780000E-3	1.066370E+5	2.310334E+2	4.888330E+2
2.790000E-3	1.051130E+5	2.313593E+2	4.900170E+2
2.810000E-3	1.036040E+5	2.317453E+2	4.912010E+2
2.820000E-3	1.021140E+5	2.323444E+2	4.923870E+2
2.830000E-3	1.006620E+5	2.324787E+2	4.935560E+2
2.850000E-3	9.920600E+4	2.328750E+2	4.947410E+2
2.860000E-3	9.778900E+4	2.332545E+2	4.959110E+2
2.880000E-3	9.635500E+4	2.338640E+2	4.971110E+2
2.890000E-3	9.497200E+4	2.339236E+2	4.982810E+2
2.900000E-3	9.361000E+4	2.342757E+2	4.994500E+2
2.910000E-3	9.222900E+4	2.345798E+2	5.006500E+2
2.930000E-3	9.089700E+4	2.349616E+2	5.018200E+2
2.940000E-3	8.956900E+4	2.354108E+2	5.030040E+2
2.960000E-3	8.825600E+4	2.356537E+2	5.041890E+2
2.970000E-3	8.696200E+4	2.360197E+2	5.053730E+2
2.990000E-3	8.570300E+4	2.363377E+2	5.065430E+2
3.000000E-3	8.444300E+4	2.369024E+2	5.077270E+2
3.010000E-3	8.321700E+4	2.370798E+2	5.088980E+2
3.030000E-3	8.197600E+4	2.373864E+2	5.100970E+2
3.040000E-3	8.077900E+4	2.377322E+2	5.112670E+2
3.050000E-3	7.960100E+4	2.382937E+2	5.124370E+2
3.060000E-3	7.842300E+4	2.383523E+2	5.136220E+2
3.080000E-3	7.726000E+4	2.387023E+2	5.148070E+2
3.090000E-3	7.612900E+4	2.390047E+2	5.159770E+2
3.100000E-3	7.499700E+4	2.393680E+2	5.171610E+2
3.120000E-3	7.389700E+4	2.397925E+2	5.183310E+2
3.130000E-3	7.279800E+4	2.400513E+2	5.195160E+2
3.140000E-3	7.172800E+4	2.404209E+2	5.206860E+2
3.160000E-3	7.065800E+4	2.407699E+2	5.218700E+2
3.170000E-3	6.960400E+4	2.412423E+2	5.230550E+2
3.180000E-3	6.856300E+4	2.414132E+2	5.242390E+2
3.200000E-3	6.753700E+4	2.417643E+2	5.254240E+2
3.210000E-3	6.652700E+4	2.420546E+2	5.266080E+2
3.230000E-3	6.554400E+4	2.426354E+2	5.277780E+2
3.240000E-3	6.456300E+4	2.427510E+2	5.289630E+2
3.250000E-3	6.359600E+4	2.433803E+2	5.301480E+2
